owner_id,owner_age_group,owner_gender,district,neighborhood_code,breed_primary,breed_primary_is_mixed,breed_secondary,breed_secondary_is_mixed,breed_type,dog_birth_year,dog_gender,dog_color
100181,31-40,female,12,123,Miniature Poodle,False,,False,small/companion,2009.0,male,black
100181,31-40,female,12,123,Maltese,False,,False,small/companion,2011.0,female,white
100184,21-30,female,8,82,Pug,False,,False,small/companion,2008.0,male,black
100192,51-60,male,7,73,Gordon Setter,False,,False,large/working,2009.0,female,black/beige/gray
100194,61-70,male,8,83,Pyrenäenberghund,False,,False,large/working,2017.0,female,white/brown
100200,31-40,female,10,101,German Shepherd,False,,False,large/working,2009.0,male,white
100211,31-40,female,12,121,English Bulldog,False,,False,large/working,2017.0,female,brown
100211,31-40,female,12,121,English Bulldog,False,,False,large/working,2014.0,male,brown/white
100220,31-40,female,12,121,Chihuahua,False,,False,small/companion,2008.0,male,beige
100221,31-40,male,9,92,Appenzeller Sennenhund,False,Bernese Mountain Dog,False,large/working,2007.0,female,tricolor
100222,31-40,male,3,31,French Bulldog,False,,False,small/companion,2007.0,female,brindle
100248,61-70,female,10,102,Labrador Retriever,False,Poodle,False,large/working,2011.0,male,black/brown
100252,31-40,male,11,115,Mexican Hairless Dog (Xoloitzcuintli),False,,False,small/companion,2018.0,female,gray
100258,61-70,female,9,92,Terrier (generic),True,,False,small/companion,2009.0,female,tricolor
100264,41-50,male,12,122,Dogo Argentino,False,,False,large/working,2013.0,female,white
100265,61-70,male,9,91,Mixed breed (small),False,,False,small/companion,2006.0,female,black/brown
100270,51-60,male,12,122,Chihuahua,False,,False,small/companion,2009.0,female,black/white
100279,71-80,female,11,119,Yorkshire Terrier,False,,False,small/companion,2009.0,female,blue/tan
100280,41-50,female,11,111,Toller,False,,False,large/working,2013.0,male,red/white
100285,41-50,female,4,42,Podenco,False,,False,large/working,2009.0,female,red/white
100297,41-50,male,2,21,Parson Jack Russell Terrier,False,,False,small/companion,2004.0,female,tricolor
100299,41-50,male,12,123,Pekingese,False,,False,small/companion,2009.0,female,beige
100312,51-60,male,2,21,White Swiss Shepherd,True,,False,large/working,2012.0,male,gray/white
100327,31-40,male,6,63,Jack Russel Terrier,False,,False,small/companion,2008.0,female,brown/white
100342,61-70,female,10,101,Miniature Pinscher,False,,False,small/companion,2007.0,male,black/brown/white
100343,51-60,female,8,83,Gordon Setter,False,,False,large/working,2009.0,male,black/tan
100352,31-40,female,6,61,Bichon Frisé,False,,False,small/companion,2004.0,female,white
100360,31-40,male,3,33,Rottweiler,False,,False,large/working,2017.0,male,black/tan
100372,41-50,female,2,24,Bolonka Zwetna,False,,False,small/companion,2019.0,male,brown
100386,51-60,female,2,21,Mixed breed (large),False,,False,large/working,2013.0,female,light brown
100391,51-60,female,6,63,West Highland White Terrier,False,,False,small/companion,2013.0,female,white
100398,41-50,female,12,122,Golden Retriever,False,,False,large/working,2014.0,male,beige
100402,51-60,female,9,91,Yorkshire Terrier,False,,False,small/companion,2016.0,female,black/brown/white
100402,51-60,female,9,91,Yorkshire Terrier,False,,False,small/companion,2017.0,female,tricolor
100402,51-60,female,9,91,Yorkshire Terrier,False,,False,small/companion,2014.0,male,black/brown
100404,51-60,female,9,92,Chihuahua,False,Maltese,False,small/companion,2008.0,female,tricolor
100423,31-40,female,3,34,Norwich Terrier,False,,False,small/companion,2007.0,female,black/tan
100438,51-60,male,6,61,St. Bernard,True,,False,large/working,2007.0,female,tricolor
100443,41-50,male,9,91,Miniature Poodle,False,,False,small/companion,2009.0,female,black
100466,31-40,male,10,102,French Bulldog,False,,False,small/companion,2016.0,female,fawn
100466,31-40,male,10,102,Beagle,False,,False,small/companion,2006.0,male,tricolor
100486,61-70,female,6,61,Bolonka Zwetna,False,,False,small/companion,2018.0,male,apricot
100512,61-70,male,3,34,Mixed breed (small),False,,False,small/companion,2008.0,male,beige
100515,31-40,female,8,81,Pomeranian (Zwergspitz),False,,False,small/companion,2007.0,female,red
100526,71-80,female,9,91,Mixed breed (small),False,,False,small/companion,2010.0,male,beige
100527,51-60,female,7,71,Jack Russel Terrier,False,,False,small/companion,2003.0,female,tricolor
100529,31-40,female,2,21,Dachshund,False,,False,small/companion,2008.0,male,black/red
100530,71-80,female,2,24,Pug,False,,False,small/companion,2011.0,female,beige
100537,31-40,female,6,63,Chihuahua,False,,False,small/companion,2005.0,male,beige
100561,51-60,male,11,119,German Shepherd,True,,False,large/working,2010.0,female,brown
100574,31-40,male,3,34,"Mountain Dog (generic, Sennenhund-type)",True,,False,large/working,2012.0,male,tricolor
100620,41-50,female,9,92,Golden Retriever,False,,False,large/working,2017.0,male,blonde
100645,71-80,female,8,81,Mudi,False,,False,large/working,2009.0,male,black
100648,31-40,female,11,115,Bernese Mountain Dog,False,German Shepherd,False,large/working,2007.0,female,black/brown
100648,31-40,female,11,115,Jack Russel Terrier,True,,False,small/companion,2015.0,male,black
100661,71-80,male,3,34,German Shepherd,True,,False,large/working,2009.0,female,brown/black
100667,51-60,female,11,115,Cocker Spaniel,False,Border Collie,False,large/working,2008.0,male,black/brown
100759,51-60,female,7,73,Rhodesian Ridgeback,False,,False,large/working,2010.0,female,wheaten
100761,51-60,female,11,111,Yorkshire Terrier,False,,False,small/companion,2009.0,female,tricolor
100793,31-40,female,12,122,Yorkshire Terrier,False,,False,small/companion,2008.0,female,black/brown
100813,41-50,female,8,82,Pomeranian (Zwergspitz),False,,False,small/companion,2018.0,female,black/brown
100821,51-60,female,10,101,English Cocker Spaniel,False,,False,small/companion,2009.0,female,red
100822,31-40,female,9,92,Pekingese,False,,False,small/companion,2007.0,male,brown
100824,31-40,female,11,115,Poodle,False,Chihuahua,False,small/companion,2009.0,female,brown/black
100833,31-40,female,11,115,Labrador Retriever,False,,False,large/working,2009.0,male,brown
100834,31-40,male,10,101,Labrador Retriever,False,,False,large/working,2016.0,male,black
100834,31-40,male,10,101,Chihuahua,False,,False,small/companion,2008.0,female,brown
100862,51-60,female,4,42,Mixed breed (small),False,,False,small/companion,2009.0,female,red/white
100944,41-50,female,3,31,Chihuahua,False,,False,small/companion,2009.0,male,beige
100962,41-50,female,7,73,Cavalier King Charles Spaniel,False,,False,small/companion,2010.0,female,white/brown
100981,31-40,female,10,102,Miniature Pinscher (Rehpinscher type),False,,False,small/companion,2009.0,male,black/brown
101003,41-50,female,11,115,Mixed breed (small),False,,False,small/companion,2009.0,male,black/beige
101049,61-70,female,10,101,Poodle,False,,False,small/companion,2009.0,female,black/white
101069,41-50,female,10,101,Border Collie,False,German Shepherd,False,large/working,2009.0,female,black/brown
101074,31-40,male,12,123,American Bulldog,False,,False,large/working,2019.0,male,white/brown/black
101233,41-50,female,7,71,Mixed breed (large),False,,False,large/working,2015.0,male,black
101236,61-70,female,4,44,Pekingese,False,,False,small/companion,2009.0,female,brown
101242,81-90,female,9,91,Chihuahua,False,Pinscher,False,small/companion,2007.0,female,tricolor
101270,71-80,female,7,72,Mixed breed (small),False,,False,small/companion,2011.0,female,tricolor
101293,51-60,male,11,119,Pinscher,True,,False,small/companion,2016.0,male,brown/black
101301,71-80,male,10,101,Tibetan Spaniel,False,,False,small/companion,2009.0,male,sable
101314,51-60,male,5,52,Giant Schnauzer,False,,False,large/working,2019.0,male,black
101324,31-40,female,3,33,Boxer,False,,False,large/working,2009.0,male,black
101329,31-40,female,10,101,Mixed breed (small),False,,False,small/companion,2009.0,male,black/white
101342,71-80,female,7,74,Pekingese,False,Mischling gross,False,large/working,2018.0,male,red/white
101370,41-50,female,8,83,Chihuahua,True,,False,small/companion,2005.0,female,black
101435,51-60,female,9,92,Volpino Italiano,False,Whippet,False,large/working,2009.0,female,beige
101451,51-60,female,1,11,Border Collie,False,,False,large/working,2010.0,female,black/white
101482,51-60,female,9,92,Miniature Schnauzer,False,,False,small/companion,2016.0,male,black
101482,51-60,female,9,92,Miniature Schnauzer,False,,False,small/companion,2010.0,male,black
101485,61-70,female,9,91,Labrador Retriever,False,,False,large/working,2010.0,female,beige
101485,61-70,female,9,91,Labrador Retriever,True,,False,large/working,2009.0,male,brown/black
101515,61-70,female,11,115,Mixed breed (small),False,,False,small/companion,2013.0,male,beige
101624,61-70,female,9,92,Mixed breed (small),False,,False,small/companion,2009.0,female,black/brown
101628,51-60,female,12,122,Mixed breed (small),False,,False,small/companion,2009.0,female,black/brown/white
101630,41-50,female,12,121,Pug,False,,False,small/companion,2008.0,female,beige
101630,41-50,female,12,121,Pinscher,False,,False,small/companion,2014.0,female,light brown
101653,51-60,female,6,61,French Bulldog,False,,False,small/companion,2009.0,female,brindle
101660,81-90,male,2,21,Mixed breed (small),False,,False,small/companion,2008.0,male,black
101667,51-60,female,9,92,Hovawart,False,,False,large/working,2010.0,male,black
101673,41-50,female,6,63,"Mountain Dog (generic, Sennenhund-type)",True,,False,large/working,2010.0,female,tricolor
101674,61-70,male,2,23,Labrador Retriever,False,,False,large/working,2009.0,male,red
101699,51-60,female,6,61,Jack Russel Terrier,False,,False,small/companion,2003.0,female,tricolor
101707,61-70,female,11,111,Dachshund,True,,False,small/companion,2009.0,female,black
101708,41-50,male,4,42,Mixed breed (small),False,,False,small/companion,2008.0,female,black/white
101729,61-70,female,11,119,Pekingese,True,,False,small/companion,2007.0,female,white/brown
101735,31-40,female,7,74,Bergamasker,False,,False,large/working,2007.0,female,black/brown/gray
101739,51-60,female,11,115,Golden Retriever,False,,False,large/working,2009.0,female,golden
101742,51-60,female,10,101,Rhodesian Ridgeback,True,,False,large/working,2009.0,male,light brown
101743,61-70,male,11,111,Maltese,False,,False,small/companion,2009.0,female,white
101766,61-70,female,11,111,Poodle,False,,False,small/companion,2007.0,male,black
101766,61-70,female,11,111,West Highland White Terrier,False,,False,small/companion,2007.0,male,white
101768,61-70,female,11,119,Münsterländer,False,Kooikerhondje,False,large/working,2012.0,female,white/brown/black
101800,41-50,female,9,92,Cocker Spaniel,False,,False,small/companion,2005.0,male,brown
101802,41-50,male,11,119,Dachshund,False,,False,small/companion,2007.0,female,wild boar colored
101811,51-60,female,5,52,Beagle,False,,False,small/companion,2010.0,male,tricolor
101812,61-70,female,12,121,Border Collie,False,,False,large/working,2010.0,female,black/white
101822,31-40,female,6,61,Rhodesian Ridgeback,False,,False,large/working,2010.0,female,brown/red
101835,41-50,female,8,82,Welsh Terrier,False,,False,small/companion,2010.0,male,brown/black
101836,21-30,female,11,119,Bernese Mountain Dog,False,Collie,False,large/working,2009.0,male,black/brown
101836,21-30,female,11,119,Dogo Canario,False,,False,large/working,2012.0,male,dark brindle
101879,61-70,male,3,34,Mixed breed (small),False,,False,small/companion,2016.0,female,white/brown
101898,51-60,female,2,23,Mixed breed (large),False,,False,large/working,2016.0,female,black/white
101941,31-40,female,6,61,Chihuahua,False,,False,small/companion,2009.0,female,white
101943,61-70,female,11,119,Griffon bruxellois,False,,False,small/companion,2017.0,male,red/brown
101944,71-80,male,12,122,Podenco Ibicenco,False,,False,large/working,2007.0,female,red/white
101952,61-70,male,2,21,Chihuahua,False,,False,small/companion,2009.0,male,light brown
102011,61-70,male,3,31,Pinscher,False,,False,small/companion,2010.0,female,black/brown
102028,31-40,female,6,63,Podenco,False,Boxer,False,large/working,2010.0,female,brown
102031,31-40,female,11,119,Labrador Retriever,False,,False,large/working,2017.0,male,black
102037,31-40,female,12,123,Pekingese,False,,False,small/companion,2010.0,male,white/cream
102050,51-60,female,11,119,Pug,False,,False,small/companion,2010.0,female,beige
102060,51-60,female,12,121,Poodle,False,,False,small/companion,2009.0,female,black
102069,51-60,female,5,52,Pinscher,False,,False,small/companion,2018.0,male,brown/black
102069,51-60,female,5,52,Bolonka Zwetna,False,,False,small/companion,2009.0,male,black
102079,31-40,male,9,92,Jack Russel Terrier,False,,False,small/companion,2017.0,male,tricolor
102079,31-40,male,9,92,Rottweiler,False,Cocker Spaniel,False,large/working,2012.0,male,black/red
102083,21-30,female,11,111,Beagle,False,,False,small/companion,2009.0,male,tricolor
102095,41-50,male,2,24,Continental Bulldog,False,,False,large/working,2017.0,female,white brindle
102107,31-40,female,8,82,Mixed breed (small),False,,False,small/companion,2007.0,male,brown
102118,41-50,male,9,92,Bernese Mountain Dog,False,,False,large/working,2017.0,male,tricolor
102119,51-60,female,8,83,Mixed breed (small),False,,False,small/companion,2011.0,female,tricolor
102295,41-50,female,7,72,Australian Shepherd,False,Collie,False,large/working,2018.0,female,blue/merle
102296,71-80,female,2,24,Golden Retriever,False,,False,large/working,2016.0,male,golden
102303,31-40,male,3,31,Mixed breed (small),False,,False,small/companion,2009.0,female,tricolor
102320,81-90,female,7,74,Mixed breed (large),False,,False,large/working,2011.0,male,white/brown
102321,71-80,female,7,72,Flat Coated Retriever,False,,False,large/working,2010.0,male,dark brown
102325,31-40,female,3,31,Labrador Retriever,False,,False,large/working,2009.0,female,brown
102326,41-50,female,9,92,Mixed breed (small),False,,False,small/companion,2009.0,male,white/black
102330,81-90,male,10,102,Appenzeller Sennenhund,True,,False,large/working,2010.0,female,tricolor
102331,61-70,male,11,119,Pomeranian (Zwergspitz),False,,False,small/companion,2007.0,female,white
102340,71-80,female,12,123,Yorkshire Terrier,False,,False,small/companion,2009.0,female,black/brown
102350,41-50,female,2,21,Mixed breed (small),False,,False,small/companion,2008.0,female,black/white/beige
102379,61-70,female,4,41,Mixed breed (small),False,,False,small/companion,2010.0,female,white/beige
102402,81-90,male,7,72,Pinscher,False,,False,small/companion,2009.0,female,black/brown
102407,41-50,female,4,44,Galgo Espanol,True,,False,large/working,2009.0,male,white/brown
102409,51-60,female,3,34,Yorkshire Terrier,False,,False,small/companion,2009.0,female,brown/black
102410,61-70,male,9,92,Mixed breed (small),False,,False,small/companion,2003.0,male,black
102464,41-50,female,9,91,Mixed breed (small),False,,False,small/companion,2008.0,female,gray/white/black
102474,61-70,male,3,34,Labrador Retriever,False,,False,large/working,2009.0,female,black
102579,51-60,male,8,8,Pug,False,,False,small/companion,2010.0,male,beige
102704,81-90,male,7,74,Portuguese Water Dog,False,,False,large/working,2010.0,male,black/brown
102705,41-50,female,7,71,Boxer,False,,False,large/working,2010.0,male,yellow
102706,31-40,male,6,61,Boxer,False,,False,large/working,2010.0,male,yellow/white
102710,51-60,female,7,71,Berger des Pyrenées,False,,False,large/working,2010.0,female,gray
102734,51-60,female,10,101,Flat Coated Retriever,False,,False,large/working,2009.0,female,black
102735,41-50,female,6,61,French Bulldog,False,,False,small/companion,2009.0,male,white
102761,31-40,female,3,33,Mixed breed (small),False,,False,small/companion,2015.0,female,brown/white
102767,71-80,female,10,102,Dachshund,False,Fox Terrier,False,small/companion,2006.0,male,black/brown/white
102789,41-50,male,9,92,Maltese,False,,False,small/companion,2008.0,male,white
102847,41-50,female,2,21,Labrador Retriever,True,,False,large/working,2009.0,female,light brown
102850,61-70,female,7,74,Hovawart,False,,False,large/working,2008.0,male,black
102866,41-50,male,6,61,Shar Pei,False,Eurasier,False,large/working,2012.0,female,black
102883,51-60,male,3,31,Lagotto Romagnolo,False,,False,large/working,2010.0,female,orange
102908,71-80,female,11,119,American Cocker Spaniel,False,,False,small/companion,2015.0,female,blonde
102913,61-70,female,3,33,Mixed breed (small),False,,False,small/companion,2007.0,male,brown/white
102914,31-40,female,12,122,French Bulldog,False,,False,small/companion,2010.0,female,brown brindle
102929,41-50,male,7,74,Miniature Dachshund,False,,False,small/companion,2010.0,female,brown
103007,31-40,female,3,31,Norfolk Terrier,False,,False,small/companion,2010.0,female,red
103014,31-40,female,10,101,Low-set Hound (generic),True,,False,large/working,2004.0,female,dark brown
103015,51-60,female,12,122,Bolonka Zwetna,False,,False,small/companion,2013.0,male,beige
103020,61-70,female,6,63,Airedale Terrier,False,,False,large/working,2010.0,female,black/tan
103021,51-60,female,3,31,Jack Russel Terrier,False,,False,small/companion,2010.0,male,white
103023,31-40,male,6,63,Jack Russel Terrier,False,,False,small/companion,2010.0,male,white
103025,41-50,male,9,91,Yorkshire Terrier,False,,False,small/companion,2010.0,female,blue/tan
103040,41-50,male,11,119,Pekingese,False,,False,small/companion,2011.0,male,black/brown
103050,71-80,male,7,72,Labrador Retriever,False,,False,large/working,2010.0,female,black
103063,31-40,female,11,111,Pomeranian (Zwergspitz),False,,False,small/companion,2018.0,male,brown
103063,31-40,female,11,111,Shih Tzu,False,,False,small/companion,2015.0,female,red
103077,61-70,female,4,41,Coton de Tulear,False,,False,small/companion,2010.0,male,black/brown
103086,51-60,female,9,92,Bolonka Zwetna,False,,False,small/companion,2010.0,male,black/tan
103087,41-50,male,9,91,Mixed breed (large),False,,False,large/working,2007.0,female,black/brown
103118,31-40,female,7,72,Chihuahua,False,,False,small/companion,2010.0,female,brown/beige
103132,41-50,male,9,92,French Bulldog,False,,False,small/companion,2010.0,female,dark brindle
103146,51-60,female,10,102,Maltese,False,,False,small/companion,2010.0,male,white
103149,51-60,female,2,24,Jack Russel Terrier,False,,False,small/companion,2010.0,male,white/black
103149,51-60,female,2,24,Jack Russel Terrier,False,,False,small/companion,2008.0,female,tricolor
103186,51-60,male,2,21,Golden Retriever,False,,False,large/working,2007.0,female,blonde
103192,51-60,female,3,33,Miniature Poodle,False,,False,small/companion,2010.0,female,black/tan
103197,61-70,female,2,23,Mixed breed (small),False,,False,small/companion,2010.0,female,light brown
103203,71-80,male,10,101,Jack Russel Terrier,False,,False,small/companion,2009.0,male,tricolor
103207,81-90,male,7,73,Labrador Retriever,False,,False,large/working,2012.0,female,black
103219,51-60,female,1,13,French Bulldog,False,,False,small/companion,2019.0,male,white/black
103271,41-50,female,12,123,Chihuahua,False,,False,small/companion,2010.0,male,brown
103275,51-60,male,3,31,Magyar Viszla,False,,False,large/working,2010.0,male,yellow
103276,61-70,female,3,34,Lagotto Romagnolo,False,,False,large/working,2010.0,male,multicolored
103332,61-70,female,2,21,Maltese,True,,False,small/companion,2009.0,male,white
103360,51-60,female,9,92,Mixed breed (small),False,,False,small/companion,2010.0,male,beige
103371,51-60,male,2,24,Miniature Poodle,False,,False,small/companion,2009.0,male,black/tan
103393,31-40,female,2,24,Parson Jack Russell Terrier,False,,False,small/companion,2010.0,female,white/red
103421,71-80,female,11,111,Bolonka Zwetna,False,Shih Tzu,False,small/companion,2006.0,female,tricolor
103430,41-50,male,11,111,Medium Spitz,False,,False,small/companion,2009.0,female,white
103438,61-70,female,9,92,Sheltie,True,,False,small/companion,2009.0,female,beige
103460,41-50,female,10,101,Boxer,False,,False,large/working,2018.0,male,brindle
103460,41-50,female,10,101,Shepherd Dog (generic),True,,False,large/working,2010.0,female,white
103464,71-80,female,7,74,Miniature Poodle,False,,False,small/companion,2013.0,male,apricot
103471,31-40,female,11,119,Bolonka Zwetna,False,,False,small/companion,2010.0,male,brown/white
103530,71-80,female,10,101,Mixed breed (small),False,,False,small/companion,2006.0,male,light brown/white
103585,51-60,female,11,119,German Shepherd,False,Border Collie,False,large/working,2005.0,female,black/white
103603,61-70,female,7,72,Jack Russel Terrier,True,,False,small/companion,2006.0,female,white/black
103609,41-50,female,7,72,West Highland White Terrier,False,,False,small/companion,2010.0,female,white
103616,81-90,male,10,101,Mixed breed (small),False,,False,small/companion,2009.0,male,black/brown
103617,51-60,female,10,101,Dachshund,True,,False,small/companion,2013.0,female,black
103617,51-60,female,10,101,Mixed breed (small),False,,False,small/companion,2018.0,female,white
103617,51-60,female,10,101,Mixed breed (small),False,,False,small/companion,2015.0,female,white
103617,51-60,female,10,101,Dachshund,True,,False,small/companion,2009.0,female,black
103619,51-60,female,12,122,Chihuahua,False,,False,small/companion,2010.0,male,brown/white
103630,51-60,male,8,81,Chihuahua,False,,False,small/companion,2007.0,female,black/white
103651,51-60,male,9,91,Lagotto Romagnolo,False,,False,large/working,2010.0,male,orange
103662,71-80,female,7,72,Border Collie,True,,False,large/working,2009.0,male,black/white
103662,71-80,female,7,72,Segugio italiano,False,,False,large/working,2013.0,female,black/brown
103689,51-60,female,12,121,West Highland White Terrier,False,,False,small/companion,2010.0,male,white
103690,41-50,female,9,91,Landseer,False,,False,large/working,2017.0,male,black/white
103690,41-50,female,9,91,Landseer,False,,False,large/working,2010.0,male,white/black
103787,51-60,female,8,81,Parson Russell Terrier,False,,False,small/companion,2018.0,female,red/white
103807,41-50,female,11,111,Labrador Retriever,False,,False,large/working,2019.0,male,yellow
103809,61-70,female,9,91,Mixed breed (small),False,,False,small/companion,2010.0,male,black/brown
103811,51-60,female,8,82,Mixed breed (large),False,,False,large/working,2011.0,male,tricolor
103811,51-60,female,8,82,Mixed breed (large),False,,False,large/working,2013.0,female,red/white
103829,21-30,male,4,44,German Shepherd,True,,False,large/working,2010.0,female,black/brown
103845,51-60,female,3,33,Labrador Retriever,False,,False,large/working,2010.0,male,black
103847,31-40,female,7,74,West Highland White Terrier,False,,False,small/companion,2010.0,male,white
103850,51-60,female,7,71,Australian Shepherd,False,,False,large/working,2013.0,male,red merle
103850,51-60,female,7,71,German Shepherd,True,,False,large/working,2013.0,female,beige/black
103854,71-80,male,7,74,West Highland White Terrier,False,,False,small/companion,2010.0,male,white
103885,51-60,female,11,115,Yorkshire Terrier,False,,False,small/companion,2014.0,male,beige/brown/black
103885,51-60,female,11,115,Maltese,False,,False,small/companion,2010.0,female,white
103892,61-70,female,2,23,Airedale Terrier,False,,False,large/working,2010.0,male,black/tan
103910,61-70,female,7,74,Papillon,False,,False,small/companion,2016.0,female,tricolor
103963,41-50,female,12,122,Miniature Poodle,False,,False,small/companion,2007.0,male,black
103974,31-40,female,10,102,Miniature Schnauzer,False,,False,small/companion,2009.0,female,gray
103975,71-80,male,2,23,Bernese Mountain Dog,False,,False,large/working,2010.0,female,black/brown/white
104018,81-90,female,9,92,Chihuahua,False,,False,small/companion,2010.0,female,white/brown
104023,21-30,female,9,92,Chihuahua,False,,False,small/companion,2010.0,female,white/brown
104037,41-50,female,8,81,German Spitz (Small),False,,False,small/companion,2008.0,female,orange
104038,31-40,female,9,92,Maltese,False,,False,small/companion,2006.0,male,white
104055,71-80,male,7,71,Golden Retriever,False,,False,large/working,2008.0,female,blonde
104056,31-40,male,10,102,Continental Bulldog,False,,False,large/working,2010.0,female,red/white
104074,71-80,female,11,119,German Shepherd,True,,False,large/working,2010.0,female,black/beige/gray
104140,61-70,male,4,41,Appenzeller Sennenhund,False,Jack Russel Terrier,False,large/working,2003.0,male,black/white
104214,61-70,male,8,83,Welsh Corgi,False,,False,small/companion,2015.0,male,red/white
104261,51-60,female,11,111,Yorkshire Terrier,False,,False,small/companion,2010.0,male,light brown
104300,61-70,male,7,73,Mixed breed (large),False,,False,large/working,2010.0,female,brown
104305,41-50,female,7,72,English Cocker Spaniel,False,,False,small/companion,2010.0,female,brown roan
104305,41-50,female,7,72,Miniature Dachshund,False,,False,small/companion,2012.0,male,black/red
104319,51-60,female,12,123,Labrador Retriever,False,,False,large/working,2010.0,female,black
104336,41-50,female,2,21,Mixed breed (small),False,,False,small/companion,2007.0,female,tricolor
104405,41-50,female,5,52,Airedale Terrier,False,,False,large/working,2012.0,female,brown/black
104405,41-50,female,5,52,Bergamasker,False,,False,large/working,2012.0,male,tricolor
104427,41-50,female,11,111,German Pinscher,False,,False,large/working,2010.0,female,brown/red
104441,41-50,female,2,21,Cocker Spaniel,False,,False,small/companion,2010.0,male,beige
104470,21-30,female,10,101,Jack Russel Terrier,False,,False,small/companion,2015.0,male,brown/black
104543,71-80,female,7,71,French Bulldog,False,,False,small/companion,2010.0,female,brindle
104568,71-80,female,7,71,Lhasa Apso,False,Maltese,False,small/companion,2014.0,female,black/brown
104571,41-50,female,3,33,Maltese,False,,False,small/companion,2019.0,female,white
104571,41-50,female,3,33,Maltese,False,,False,small/companion,2009.0,male,white
104641,51-60,female,11,119,Pug,False,,False,small/companion,2010.0,female,beige
104643,51-60,female,9,92,Bolonka Zwetna,False,,False,small/companion,2014.0,female,brown
104643,51-60,female,9,92,Fox Terrier,False,,False,small/companion,2010.0,male,tricolor
104651,51-60,female,6,61,Chihuahua,False,,False,small/companion,2009.0,female,black/brown
104651,51-60,female,6,61,Chihuahua,False,,False,small/companion,2008.0,female,black/tan
104656,41-50,female,3,33,Samojede,False,,False,large/working,2010.0,male,white
104696,31-40,female,10,101,Chihuahua,False,,False,small/companion,2017.0,male,tricolor
104706,51-60,female,7,72,Cocker Spaniel,True,,False,small/companion,2010.0,female,blonde
104714,41-50,female,6,61,Labrador Retriever,False,,False,large/working,2013.0,female,blonde
104715,71-80,female,6,63,Pointer,False,,False,large/working,2009.0,female,white/orange
104733,51-60,male,9,91,Labrador Retriever,False,,False,large/working,2009.0,male,black
104740,71-80,female,9,92,Tibetan Spaniel,False,,False,small/companion,2010.0,female,sable
104757,31-40,female,9,91,English Springer Spaniel,False,,False,large/working,2019.0,female,brown/white
104764,41-50,male,5,51,Shih Tzu,False,,False,small/companion,2008.0,male,black/white
104765,71-80,female,7,74,Maltese,False,Bichon,False,small/companion,2016.0,female,beige
104776,61-70,female,10,101,Labrador Retriever,False,Poodle,False,large/working,2016.0,male,black
104777,31-40,male,10,101,Pug,False,,False,small/companion,2010.0,male,black
104778,31-40,male,11,119,Samojede,False,,False,large/working,2010.0,male,white
104830,51-60,female,9,91,Yorkshire Terrier,True,,False,small/companion,2008.0,female,dark brindle
104860,31-40,female,1,13,Pomeranian (Zwergspitz),False,,False,small/companion,2005.0,male,red
104895,51-60,male,11,111,Jack Russel Terrier,False,,False,small/companion,2012.0,female,white
104897,31-40,female,10,101,Galgo Espanol,False,,False,large/working,2008.0,male,beige
104911,71-80,female,9,92,Pekingese,True,,False,small/companion,2012.0,male,beige
104943,51-60,female,10,102,Mixed breed (large),False,,False,large/working,2015.0,male,white/black
104980,51-60,male,12,122,Chihuahua,False,,False,small/companion,2007.0,female,blue merle/white
104980,51-60,male,12,122,Chihuahua,False,,False,small/companion,2013.0,male,brown
104993,41-50,female,12,123,Mixed breed (small),False,,False,small/companion,2009.0,male,four-colored
104997,51-60,female,7,71,Border Terrier,False,,False,small/companion,2018.0,female,red grizzle
105001,51-60,male,2,24,Magyar Viszla,False,,False,large/working,2008.0,male,fawn-brown
105032,31-40,female,5,52,Pug,False,,False,small/companion,2006.0,male,beige
105033,61-70,female,3,34,Jack Russel Terrier,False,Chihuahua,False,small/companion,2016.0,male,white/brown
105057,51-60,female,6,61,Miniature Schnauzer,False,,False,small/companion,2010.0,male,pepper/salt
105066,51-60,female,2,21,Mixed breed (small),False,,False,small/companion,2010.0,female,brown
105067,41-50,female,6,61,Poodle,False,Cavalier King Charles Spaniel,False,small/companion,2010.0,female,white/brown
105072,71-80,male,7,73,Fox Terrier,False,,False,small/companion,2010.0,female,tricolor
105122,41-50,female,10,101,Continental Bulldog,False,,False,large/working,2010.0,male,brown/red
105126,31-40,female,5,51,Labrador Retriever,False,,False,large/working,2007.0,female,black
105151,61-70,female,11,111,Labrador Retriever,False,Golden Retriever,False,large/working,2010.0,female,blonde
105152,61-70,female,10,101,Mixed breed (small),False,,False,small/companion,2006.0,male,black/beige
105153,41-50,male,8,82,Chihuahua,False,,False,small/companion,2015.0,female,black/white/brown
105153,41-50,male,8,82,Continental Bulldog,False,,False,large/working,2011.0,male,brown brindle
105170,31-40,male,11,115,Golden Retriever,False,German Shepherd,False,large/working,2005.0,male,black/brown
105172,41-50,female,11,119,Golden Retriever,False,,False,large/working,2010.0,female,golden
105176,61-70,female,8,83,Cairn Terrier,False,,False,small/companion,2010.0,female,cream
105220,21-30,female,3,34,Chihuahua,False,,False,small/companion,2010.0,male,black/white
105227,61-70,male,11,111,Groenendael,False,,False,large/working,2011.0,male,black
105247,41-50,female,6,63,Parson Russell Terrier,False,,False,small/companion,2018.0,male,tricolor
105267,31-40,female,12,121,Chihuahua,False,,False,small/companion,2010.0,male,light brown
105270,71-80,male,10,101,Dachshund,False,,False,small/companion,2008.0,male,wild boar colored
